"ID"	"feed"	"time"	"text1"	"text2"
875671	"es_CHL_mercur_int"	"2014-04-02 15:27:42"	"Nuevo premier francés designa a ex pareja Hollande como ministra de Ecología"	"Ségolène Royal tuvo cuatro hijos con el Mandatario socialista. La ex candidata presidencial se hará cargo de una cartera de peso en el gobierno galo."
875675	"es_CHL_mercur_int"	"2014-04-02 15:27:42"	"Infectados por brote de ébola en Guinea se elevan a 127 personas"	"La mayoría de los casos se han detectado en el sureste del país, aunque en la capital, Conakry, se han confirmado doce, de los cuales cuatro fallecieron."
875638	"es_CHL_mercur_int"	"2014-04-02 15:27:42"	"Usa la nueva aplicación oficial de EMOL.com"	"Descarga la aplicación oficial de EMOL.com"
875684	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Descarga la nueva aplicación oficial de EMOL.com"	"Descarga la aplicación oficial de EMOL.com"
875694	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Carlos Menem es procesado en Argentina por venta irregular de un predio"	"El ex presidente trasandino habría cometido este ilícito en 1991 a un precio de US$$ 30 millones, cuando su valor era de US$$ 131,8 millones."
875688	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Insólito: Justicia australiana reconoce existencia de un género sexual ""neutro"""	"La decisión fue adoptada por la Alta Corte de ese país, que consideró lícito que una persona sea registrada con género ""no específico""."
875689	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Autoridades de Malasia advierten que misterio de vuelo MH370 podría no resolverse nunca"	"La policía de ese país investiga minuciosamente los datos de cada una de las 239 personas que estaban a bordo del avión perdido a principios de marzo."
875695	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Congreso de EE.UU. aprueba ayuda para Ucrania y sanciones contra Rusia"	"La Cámara de Representantes aprobó la medida este martes con 378 votos contra 34, lo que constituye la primera respuesta legislativa estadounidense por la crisis en la región."
875690	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Preocupación se extendió en toda la costa del Pacífico por terremoto 8,2 en Chile"	"Desde Nueva Zelandia hasta Japón y la costa de América del Sur se dispararon las alarmas por el sismo y maremoto ocurrido en la costa de nuestro país."
875686	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Rusia dice que la suspensión de relaciones con la OTAN recuerda a la Guerra Fría"	"El representante del país europeo, Alexander Grushko, respondió por redes sociales al anuncio realizado ayer por el secretario general de la Alianza Atlántica."
875687	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Indonesia anuncia riesgo de pequeño tsunami por terremoto en el norte de Chile"	"El portavoz de la agencia de desastres naturales del país asiático, Sutopo Purwo Nugroho, pidió a sus ciudadanos que se alejen de las playas."
875693	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Alarma en Perú por terremoto en Chile: Armada de ese país pide evacuar borde costero"	"El Centro de Alerta de Tsunamis del Pacífico en Hawaii lanzó una alerta que abarca el litoral del continente en el Pacífico hasta Costa Rica."
875685	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Con un saldo de 9 heridos levantan alerta de tsunami en Perú tras terremoto en Chile"	"Además, el fuerte movimiento telúrico que se sintió en el norte chileno dejó daños a 7 viviendas y el derrumbe de un templo."
875697	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Perú: Presidente Humala sorprendido por nulidad de investigación contra Alan García"	"El lunes se cerró la acusación contra el ex mandatario peruano, por supuestas irregularidades durante su segundo período en el gobierno."
875696	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Venezuela: Piden investigar a opositora Machado por traición a la patria"	"El oficialismo presentó una solicitud ante el Tribunal Supremo para que la dirigente, quien fue despojada de su cargo de diputada, sea indagada por este hecho."
875691	"es_CHL_mercur_int"	"2014-04-02 15:28:30"	"Ecuador decretó ""alerta roja"" de tsunami por terremoto en Chile"	"Así lo confirmó el Presidente de esa nación, Rafael Correa, luego de que se conoció la información de la magnitud del sismo."
