"ID"	"feed"	"time"	"text1"	"text2"	"TAG_country"	"TAG_ebola"
71925	"es_BOL_larazo_int"	"2014-01-01 05:45:48"	"Esposa de Humala es la jefa del partido oficialista"	"Trabajo. Nadine Heredia comprometió disciplina"	""	""
71926	"es_BOL_larazo_int"	"2014-01-01 05:45:48"	"José Mujica reivindica el derecho a cannabis legal"	"El Mandatario uruguayo anunció políticas de educación para consumo"	""	""
71927	"es_BOL_larazo_int"	"2014-01-01 05:45:48"	"Gases, en volcán de El Salvador"	"El Ministerio de Medio Ambiente no descarta erupciones en los flancos"	"SLV"	""
71928	"es_BOL_larazo_int"	"2014-01-01 05:45:48"	"Ola de calor en Argentina deja ocho muertos"	"El país atraviesa la peor ola de calor registrada en este último siglo"	"ARG"	""
71929	"es_BOL_larazo_int"	"2014-01-01 05:45:48"	"Rousseff deja atrás la imagen dependiente de Lula da Silva"	"Brasil. Las últimas encuestas garantizan la reelección de la primera gobernante"	"BRA"	""
77010	"es_BOL_larazo_int"	"2014-01-02 06:46:00"	"Más de 8.800 muertos en 2013 en Irak a causa de la violencia"	"Al menos 8.868 personas, entre ellas 7.818 civiles, perdieron la vida en Irak en acciones relacionadas con la violencia en 2013, el número más elevado de víctimas en años, según un comunicado de la Misión de Asistencia de Naciones Unidas en ese país."	"IRQ"	""
77011	"es_BOL_larazo_int"	"2014-01-02 06:46:00"	"Colorado permite consumo del cannabis"	"Los consumidores de marihuana celebraron ayer que Colorado se convirtiera en el primer estado norteamericano en permitir el consumo recreativo de cannabis, mientras aguardan que Washington haga lo propio en seis meses."	""	""
77012	"es_BOL_larazo_int"	"2014-01-02 06:46:00"	"Reportan 130.000 decesos en Siria"	"Más de 130.000 personas han muerto en Siria, “bajo el silencio internacional”, desde el inicio del conflicto en marzo de hace dos años, y de ellas al menos 66.000 son civiles, informó el Observatorio Sirio de Derechos Humanos (OSDH)."	"SYR"	""
77210	"es_BOL_larazo_int"	"2014-01-02 07:44:09"	"Francisco pide frenar la violencia en el mundo"	"El papa argentino Francisco inauguró ayer  2014 con un vibrante llamado para que se frene la “violencia en el mundo”, tema clave de su pontificado. El pontífice tendrá este año una apretada agenda que incluye un consistorio, un sínodo, la canonización de dos papas y un posible viaje a Israel."	""	""
77211	"es_BOL_larazo_int"	"2014-01-02 07:44:09"	"‘Cuba no cederá a amenazas de EEUU’"	"El presidente cubano Raúl Castro afirmó que su país no cederá “ante agresiones, chantajes ni amenazas"", en respuesta a la posición de Estados Unidos de condicionar un diálogo para mejorar los lazos bilaterales a la protección de los derechos humanos."	"CUB"	""
77212	"es_BOL_larazo_int"	"2014-01-02 07:44:09"	"Chile se integró al Consejo de Seguridad"	"Chile se integró ayer como miembro no permanente del Consejo de Seguridad de la Organización de Naciones Unidas (ONU), con la intención de promover la reforma de los organismos surgidos tras la Segunda Guerra Mundial, los derechos humanos y la solución pacífica de controversias."	"CHL"	""
78991	"es_BOL_larazo_int"	"2014-01-02 13:45:59"	"Atacan el consulado de China en EEUU sin causar víctimas"	"Una persona estacionó una camioneta frente al edificio, derramó la gasolina contenida en dos bidones y prendió el fuego."	"CHN"	""
78992	"es_BOL_larazo_int"	"2014-01-02 13:45:59"	"Rescatan a los 52 pasajeros del buque ruso atrapado en el hielo antártico"	"Los equipos de rescate concluyeron hoy la evacuación en helicóptero y barcaza de los 52 pasajeros del barco ruso Akadémik Shokálskiy, que quedó atrapado en el hielo antártico el pasado 24 de diciembre."	"RUS"	""
80233	"es_BOL_larazo_int"	"2014-01-02 17:44:11"	"The New York Times pide clemencia para Snowden en un editorial"	"El diario estadounidense considera que el exagente de la NSA merece una mejor vida que un exilio sin rumbo."	"USA"	""
82355	"es_BOL_larazo_int"	"2014-01-03 00:44:10"	"Estado del exprimer ministro israelí Ariel Sharon se deteriora tras 8 años en coma"	"El miércoles, la prensa informó de que Sharon sufría ""graves problemas renales"" consecutivos a una operación quirúrgica."	"ISR"	""
82571	"es_BOL_larazo_int"	"2014-01-03 02:42:09"	"Presidente de Paraguay se opone a la legalización de la marihuana"	"El presidente Cartes cuenta con una cómoda mayoría en las cámaras de Senadores y de Diputados, razón por la cual es difícil que prospere un proyecto de ley para la legalización de la marihuana promovido por un opositor."	""	""
83317	"es_BOL_larazo_int"	"2014-01-03 04:42:09"	"Críticas al decomiso de biblias por el uso de la palabra ""Alá"" en Malasia"	"La medida fue tomada en base a la ley sobre religiones no islámicas de Selangor, que persigue prevenir la propagación de otras religiones entre los musulmanes, según indicó el presidente de la Sociedad, Lee Min Choon, que tuvo que acudir a comisaría a declarar."	"MYS"	""
83482	"es_BOL_larazo_int"	"2014-01-03 05:42:09"	"Argentina, Uruguay y EEUU, en alerta por fuertes tormentas"	"Meteorología. Registran granizos, nevadas, vientos y cortes de luz"	"ARG"	""
83482	"es_BOL_larazo_int"	"2014-01-03 05:42:09"	"Argentina, Uruguay y EEUU, en alerta por fuertes tormentas"	"Meteorología. Registran granizos, nevadas, vientos y cortes de luz"	"URY"	""
83483	"es_BOL_larazo_int"	"2014-01-03 05:42:09"	"Ecuador: Bachelet fortalecerá la Unasur"	"El Canciller ecuatoriano señaló que la unión se debilitó por una elección"	"ECU"	""
83483	"es_BOL_larazo_int"	"2014-01-03 05:42:09"	"Ecuador: Bachelet fortalecerá la Unasur"	"El Canciller ecuatoriano señaló que la unión se debilitó por una elección"	"CHL"	""
83484	"es_BOL_larazo_int"	"2014-01-03 05:42:09"	"Assange dice que gobiernos quieren ser ‘como Dios’"	"Vigilancia. The Guardian y The New York Times piden clemencia para Snowden"	""	""
83485	"es_BOL_larazo_int"	"2014-01-03 05:42:09"	"Venezuela publica lista de opositores y su vacación"	"El Gobierno venezolano asegura que los destinos elegidos son ‘de lujo’"	"VEN"	""
83550	"es_BOL_larazo_int"	"2014-01-03 05:42:10"	"Uruguay y Argentina, en relación ‘trancada’"	"El presidente José Mujica señaló que el vínculo depende de su homóloga"	"URY"	""
83550	"es_BOL_larazo_int"	"2014-01-03 05:42:10"	"Uruguay y Argentina, en relación ‘trancada’"	"El presidente José Mujica señaló que el vínculo depende de su homóloga"	"ARG"	""
86436	"es_BOL_larazo_int"	"2014-01-03 15:42:09"	"Atrapado en el hielo el rompehielos que rescató al barco ruso en la Antártida"	"Según el último reporte, el navío intentará navegar cuando las aguas bajen y lo stripulantes no corren peligro, aunque las autoridades australianas indicaron que estarán pendientes para otorgar asistencia."	"RUS"	""
86441	"es_BOL_larazo_int"	"2014-01-03 15:42:09"	"Cifra de fallecidos en accidentes aéreos en 2013 es la más baja en los últimos diez años"	"El número de fallecidos en accidentes de aviación comercial durante 2013 es la más baja de los últimos diez años, período en el que se registró una media anual de 720 víctimas mortales."	""	""
86728	"es_BOL_larazo_int"	"2014-01-03 16:42:09"	"El rompehielos que rescató al barco ruso en la Antártida quedó atrapado en el hielo"	"Según el último reporte, el navío intentará navegar cuando las aguas bajen y lo stripulantes no corren peligro, aunque las autoridades australianas indicaron que estarán pendientes para otorgar asistencia."	"RUS"	""
88012	"es_BOL_larazo_int"	"2014-01-03 20:42:09"	"El temporal en EEUU suspende vuelos y cancela labores escolares"	"Los vuelos fueron suspendidos en el aeropuerto JFK a causa de una visibilidad cero y chubascos de nieve en las pistas."	""	""
90175	"es_BOL_larazo_int"	"2014-01-04 05:42:08"	"Argentina ve más agresión en diferendo con británicos"	"Malvinas. Ayer se conmemoró 180 años de la guerra de las islas "	"GBR"	""
90175	"es_BOL_larazo_int"	"2014-01-04 05:42:08"	"Argentina ve más agresión en diferendo con británicos"	"Malvinas. Ayer se conmemoró 180 años de la guerra de las islas "	"ARG"	""
90176	"es_BOL_larazo_int"	"2014-01-04 05:42:08"	"NSA trabaja en ordenador para descifrar"	"El equipo podrá obtener códigos de transacciones e información médica"	"USA"	""
90177	"es_BOL_larazo_int"	"2014-01-04 05:42:08"	"Argentina dará $us 136 a afectados por corte de luz"	"Pago. El tiempo de perjuicio determinará montos"	"USA"	""
90177	"es_BOL_larazo_int"	"2014-01-04 05:42:08"	"Argentina dará $us 136 a afectados por corte de luz"	"Pago. El tiempo de perjuicio determinará montos"	"ARG"	""
90178	"es_BOL_larazo_int"	"2014-01-04 05:42:08"	"Costa Rica, con inédito favoritismo de izquierda"	"Los candidatos para la elección presidencial reanudan campañas"	"CRI"	""
